0.53,0.0014,0.019,0.104,0.093,0.112
0.66,0.0001,0.018,0.108,0.071,0.151
0.53,0.0001,0.0206,0.129,0.108,0.119
0.5,0.004,0.0206,0.12,0.08,0.15
0.49,0.0005,0.018,0.086,0.082,0.105
0.55,0.0001,0.018,0.103,0.091,0.113
0.31,0.00189,0.03,0.158,0.101,0.156
0.54,0.0004,0.0206,0.06,0.087,0.069
0.54,0.0001,0.019,0.102,0.093,0.11
0.61,0.001,0.022,0.091,0.087,0.105
0.49,0.0001,0.013,0.082,0.1,0.082
0.28,0.0001,0.018,0.085,0.078,0.109
0.55,5.00E-05,0.028,0.189,0.166,0.114
0.8,0.00189,0.028,0.103,0.1,0.103
0.28,5.00E-05,0.016,0.091,0.088,0.103
0.63,0.0003,0.008,0.074,0.085,0.087
0.59,5.00E-05,0.036,0.094,0.102,0.092
0.67,0.00208,0.02,0.083,0.096,0.087
0.86,5.00E-05,0.02,0.079,0.062,0.126
0.72,0.001,0.017,0.093,0.078,0.119
0.78,0.0024,0.013,0.087,0.089,0.097
0.72,0.0016,0.022,0.107,0.112,0.096
0.72,0.00189,0.032,0.11118,0.099,0.11207
0.27,0.0019,0.015,0.104,0.099,0.10483
0.62,0.0026,0.0208,0.079,0.089,0.09
0.62,0.0014,0.039,0.097,0.084,0.115
0.65,0.002,0.026,0.134,0.099,0.136
0.3,0.0002,0.026,0.08,0.084,0.095
0.8,0.0008,0.023,0.124,0.104,0.118
0.7,0.0023,0.018,0.122,0.085,0.144
0.57,0.0003,0.0208,0.122,0.082,0.15
0.57,0.001,0.022,0.079,0.07,0.114
0.47,0.0003,0.0208,0.099,0.085,0.117
0.58,0.0008,0.022,0.096,0.086,0.111
0.58,5.00E-05,0.019,0.123,0.099,0.124
0.36,0.0003,0.011,0.069,0.06,0.114
0.16,5.00E-05,0.062,0.255,0.104,0.244
0.28,0.0025,0.026,0.179,0.155,0.115
0.56,0.0082,0.02,0.066,0.094,0.07
0.31,0.0008,0.026,0.113,0.091,0.123
0.55,0.0003,0.0206,0.076,0.101,0.076
0.33,0.0003,0.025,0.107,0.092,0.116
0.42,5.00E-05,0.02,0.129,0.102,0.126
0.26,0.00189,0.0206,0.11118,0.099,0.11207
0.69,0.00189,0.0206,0.109,0.103,0.106
0.29,0.0002,0.022,0.089,0.099,0.09
0.55,0.0002,0.036,0.301,0.175,0.172
0.55,0.0076,0.01,0.086,0.084,0.102
0.29,0.0002,0.027,0.103,0.099,0.10383
0.38,0.0048,0.024,0.114,0.084,0.135
0.4,0.0002,0.016,0.095,0.099,0.096
0.27,0.0017,0.019,0.146,0.119,0.123
0.5,0.0002,0.02,0.121,0.104,0.116
0.67,0.00208,0.014,0.119,0.098,0.121
0.67,0.0002,0.009,0.075,0.073,0.102
0.58,0.0002,0.0208,0.106,0.094,0.113
0.16,0.00189,0.05,0.164,0.126,0.13
0.32,0.00025,0.025,0.105,0.104,0.1
0.25,0.0011,0.022,0.112,0.098,0.115
0.73,0.047,0.011,0.052,0.09,0.058
0.78,0.0007,0.016,0.102,0.123,0.083
0.65,0.0012,0.006,0.061,0.058,0.105
0.72,0.0023,0.02,0.13,0.099,0.13103
0.74,0.0013,0.012,0.089,0.094,0.095
0.49,0.0002,0.02,0.094,0.097,0.098
0.69,0.0002,0.025,0.124,0.115,0.108
0.22,0.0002,0.018,0.157,0.09,0.175
0.38,0.0039,0.022,0.061,0.076,0.08
0.38,0.00189,0.0206,0.144,0.094,0.154
0.43,0.07,0.005,0.0029,0.104,0.0028
0.42,0.031,0.008,0.013,0.119,0.011
0.7,0.0037,0.0206,0.069,0.083,0.083
0.7,0.0009,0.0206,0.07,0.08,0.087
0.3,0.0002,0.019,0.086,0.09,0.096
0.28,0.0002,0.02,0.115,0.092,0.124
0.58,0.0002,0.0206,0.256,0.09,0.283
0.65,0.0002,0.019,0.134,0.098,0.137
0.43,0.0002,0.019,0.098,0.089,0.11
0.63,0.0002,0.009,0.11,0.082,0.134
0.63,0.0009,0.0208,0.153,0.122,0.126
0.63,0.0014,0.019,0.118,0.099,0.11895
0.36,0.00208,0.024,0.179,0.136,0.131
0.71,0.0002,0.016,0.122,0.081,0.152
0.43,0.0002,0.0206,0.197,0.108,0.182
0.43,0.0026,0.018,0.137,0.102,0.134
0.5,0.0002,0.018,0.123,0.097,0.126
0.42,0.0023,0.011,0.093,0.073,0.127
0.55,0.00208,0.008,0.075,0.077,0.098
0.53,0.0031,0.024,0.087,0.094,0.093
0.61,0.0002,0.038,0.252,0.113,0.222
0.37,0.00189,0.0206,0.116,0.09,0.128
0.45,0.0002,0.02,0.087,0.099,0.0877
0.26,0.011,0.0206,0.089,0.104,0.086
0.26,0.0002,0.051,0.187,0.116,0.16
0.84,0.0002,0.007,0.137,0.084,0.164
0.59,0.0043,0.012,0.059,0.083,0.071
0.62,0.0002,0.008,0.124,0.09,0.137
0.67,0.0002,0.019,0.109,0.103,0.106
0.67,0.0028,0.022,0.105,0.091,0.115
0.78,0.0063,0.011,0.056,0.086,0.065
0.85,0.0002,0.013,0.111,0.094,0.118
0.53,0.025,0.004,0.039,0.061,0.064
0.49,0.001,0.016,0.093,0.094,0.099
0.01,0.00189,0.0206,0.11118,0.099,0.11207
0.2,0.0009,0.033,0.156,0.167,0.093
0.59,0.0002,0.028,0.142,0.099,0.143
0.56,0.0022,0.014,0.088,0.077,0.114
0.18,0.0002,0.0208,0.12,0.112,0.107
0.78,0.0009,0.023,0.112,0.108,0.104
0.69,0.0068,0.022,0.077,0.1,0.07692
0.52,0.0009,0.027,0.114,0.131,0.087
0.46,0.0008,0.0208,0.108,0.091,0.119
0.66,0.0002,0.025,0.142,0.125,0.113
0.66,0.0002,0.016,0.137,0.095,0.144
0.36,0.0008,0.023,0.072,0.104,0.068
0.63,0.00189,0.0206,0.052,0.085,0.061
0.49,0.0002,0.024,0.137,0.099,0.1381
0.68,0.00189,0.0206,0.11118,0.099,0.11207
0.64,0.00189,0.0206,0.11118,0.099,0.11207
0.68,0.0016,0.025,0.099,0.109,0.09
0.73,0.003,0.019,0.106,0.099,0.10685
0.57,0.0001,0.024,0.081,0.089,0.091
0.29,0.0013,0.009,0.074,0.071,0.104
0.29,0.0002,0.009,0.054,0.076,0.072
0.77,0.0002,0.016,0.084,0.087,0.097
0.65,0.0002,0.024,0.129,0.098,0.131
0.62,0.0011,0.017,0.105,0.102,0.103
0.35,0.00189,0.022,0.081,0.096,0.084
0.43,0.0001,0.0206,0.062,0.094,0.066
0.38,0.0004,0.024,0.102,0.112,0.092
0.48,0.0001,0.0206,0.119,0.091,0.131
0.35,0.0023,0.024,0.13,0.111,0.117
0.78,0.00189,0.0206,0.11118,0.099,0.11207
0.63,0.0026,0.013,0.128,0.107,0.12
0.52,0.0011,0.027,0.159,0.119,0.134
0.68,0.0001,0.018,0.08,0.077,0.104
0.24,0.0033,0.012,0.07,0.087,0.08
0.63,0.0004,0.014,0.115,0.102,0.113
0.68,0.0003,0.022,0.099,0.086,0.115
0.61,0.0015,0.017,0.111,0.094,0.118
0.59,0.0007,0.016,0.129,0.107,0.121
0.57,0.001,0.016,0.073,0.097,0.075
0.57,0.0001,0.022,0.15,0.101,0.149
0.59,0.0023,0.02,0.074,0.069,0.107
0.25,0.0003,0.031,0.129,0.099,0.13003
0.25,0.0004,0.023,0.107,0.094,0.114
0.31,0.00189,0.029,0.159,0.143,0.111
0.36,0.00189,0.0206,0.095,0.076,0.125
0.72,0.0004,0.0206,0.186,0.124,0.15
0.49,0.0001,0.025,0.109,0.108,0.1
0.71,0.0001,0.014,0.12,0.087,0.138
0.34,0.0001,0.039,0.2,0.136,0.147
0.29,0.0001,0.031,0.142,0.177,0.08
0.69,0.0008,0.024,0.073,0.097,0.075
0.69,5.00E-05,0.026,0.093,0.088,0.106
0.52,0.0007,0.02,0.085,0.089,0.096
0.32,0.0005,0.03,0.167,0.182,0.092
0.32,0.0001,0.019,0.126,0.076,0.163
0.73,0.001,0.016,0.076,0.081,0.094
0.73,0.0001,0.018,0.137,0.098,0.14
0.73,0.0001,0.02,0.192,0.102,0.188
0.29,0.0001,0.022,0.085,0.104,0.08
0.51,0.024,0.004,0.003,0.099,0.003
0.67,0.0019,0.0206,0.152,0.113,0.135
0.25,0.0049,0.0206,0.074,0.092,0.08
0.32,0.0024,0.0206,0.059,0.05,0.119
0.32,5.00E-05,0.014,0.139,0.088,0.157
0.27,0.00189,0.023,0.1,0.088,0.113
0.33,0.00189,0.0206,0.087,0.086,0.101
0.33,0.016,0.017,0.075,0.1,0.07492
0.59,0.0015,0.0208,0.077,0.072,0.107
0.78,0.001,0.023,0.096,0.104,0.092
0.64,0.0015,0.028,0.13,0.116,0.111
0.71,0.0019,0.012,0.061,0.08,0.076
0.55,0.0016,0.017,0.076,0.065,0.116
0.55,5.00E-05,0.02,0.149,0.109,0.136
0.62,0.0004,0.022,0.085,0.107,0.079
0.17,0.00189,0.0206,0.11118,0.099,0.11207
0.35,0.00189,0.0206,0.11118,0.099,0.11207
0.35,0.0015,0.02,0.093,0.101,0.093
0.56,0.00189,0.0208,0.113,0.094,0.12
0.26,0.0013,0.025,0.132,0.124,0.107
0.74,0.001,0.018,0.105,0.09,0.117
0.92,0.0003,0.0206,0.11118,0.099,0.11207
0.79,0.00208,0.022,0.097,0.101,0.097
0.7,0.0009,0.018,0.094,0.082,0.115
0.42,0.0033,0.017,0.056,0.09,0.062
0.76,0.0003,0.023,0.146,0.1,0.146
0.76,0.0012,0.025,0.133,0.116,0.115
0.59,0.0003,0.0208,0.082,0.088,0.093
0.75,0.001,0.015,0.121,0.08,0.153
0.53,0.0003,0.012,0.105,0.091,0.115
0.46,0.0011,0.029,0.125,0.102,0.122
0.7,0.0003,0.018,0.098,0.093,0.105
0.75,0.0018,0.02,0.084,0.09,0.093
0.75,0.0024,0.026,0.108,0.104,0.102
0.75,0.0003,0.0208,0.117,0.095,0.123
0.57,0.0015,0.025,0.135,0.102,0.132
0.41,0.0003,0.023,0.111,0.083,0.134
0.26,0.0023,0.018,0.093,0.119,0.078
0.23,0.0007,0.019,0.116,0.089,0.13
0.71,0.0036,0.017,0.089,0.104,0.086
0.32,0.0003,0.03,0.101,0.114,0.089
0.71,0.0003,0.023,0.12,0.08,0.149
0.71,0.0003,0.0208,0.119,0.103,0.116
0.62,0.0003,0.02,0.089,0.089,0.099
0.54,0.0003,0.023,0.134,0.082,0.163
0.49,0.0008,0.025,0.205,0.12,0.17
0.54,0.00189,0.0206,0.096,0.128,0.075
0.52,0.0003,0.0206,0.129,0.019,0.142
0.45,0.0009,0.023,0.138,0.101,0.126
0.6,0.0003,0.018,0.114,0.1,0.114
0.65,0.01479,0.015,0.061,0.085,0.072
0.72,0.0007,0.02,0.082,0.094,0.087
0.54,0.007,0.0206,0.095,0.098,0.098
0.21,0.00189,0.031,0.11118,0.099,0.11207
0.21,0.0009,0.018,0.084,0.075,0.113
0.21,0.0003,0.026,0.106,0.104,0.101
0.73,0.0025,0.0208,0.123,0.103,0.119
0.58,0.0013,0.019,0.066,0.096,0.068
0.57,0.00189,0.0206,0.11118,0.099,0.11207
0.35,0.00189,0.0206,0.11118,0.099,0.11207
0.6,0.00189,0.0206,0.11118,0.099,0.11207
0.56,0.00189,0.0206,0.11118,0.099,0.11207
0.51,0.00189,0.0206,0.11118,0.099,0.11207
0.55,0.00189,0.0206,0.11118,0.099,0.11207
0.32,0.0018,0.022,0.101,0.113,0.09
0.52,0.00025,0.0206,0.119,0.092,0.129
0.6,0.0059,0.0206,0.126,0.113,0.111
0.77,0.0009,0.0206,0.131,0.074,0.176
0.38,0.0009,0.024,0.091,0.099,0.09173
0.73,0.0008,0.019,0.121,0.101,0.119
0.8,0.00208,0.014,0.111,0.097,0.115
0.53,0.001,0.022,0.108,0.089,0.121
0.39,0.0015,0.019,0.102,0.087,0.118
0.77,0.0016,0.023,0.144,0.095,0.152
0.2,0.0016,0.024,0.093,0.092,0.101
0.54,0.0016,0.029,0.115,0.107,0.107
0.77,0.00189,0.026,0.11118,0.099,0.11207
0.69,0.0012,0.023,0.135,0.107,0.127
0.46,0.0025,0.0206,0.109,0.111,0.098
0.51,0.0014,0.0206,0.151,0.104,0.142
0.44,0.00189,0.0206,0.118,0.095,0.124
0.68,0.026,0.003,0.006,0.08,0.0076
0.58,0.0013,0.0206,0.123,0.093,0.132
0.36,0.00189,0.018,0.082,0.099,0.08266
0.26,0.0014,0.015,0.09,0.09,0.1
0.61,0.00189,0.02,0.147,0.099,0.14817
0.49,0.0024,0.027,0.093,0.099,0.094
0.7,0.001,0.02,0.091,0.095,0.096
0.62,0.0012,0.0206,0.084,0.09,0.094
0.56,0.0019,0.0206,0.129,0.104,0.123
0.67,0.0008,0.023,0.104,0.104,0.1
0.45,0.0002,0.0208,0.101,0.084,0.121
0.32,0.00189,0.0206,0.11118,0.099,0.11207
0.53,0.0011,0.022,0.083,0.104,0.079
0.45,0.0002,0.02,0.133,0.098,0.136
0.38,0.0002,0.02,0.078,0.085,0.092
0.73,0.0002,0.025,0.136,0.089,0.153
0.62,0.0013,0.018,0.112,0.089,0.126
0.37,0.027,0.017,0.087,0.099,0.0877
0.35,0.0012,0.019,0.095,0.11,0.087
0.35,0.0012,0.02,0.089,0.099,0.08971
0.35,0.0002,0.01,0.068,0.088,0.078
0.81,0.0014,0.02,0.097,0.12,0.081
0.81,0.0002,0.022,0.133,0.078,0.171
0.62,0.0008,0.013,0.11,0.112,0.098
0.5,0.0031,0.019,0.077,0.08,0.097
0.62,0.00189,0.026,0.142,0.099,0.14314
0.27,0.0023,0.026,0.1,0.099,0.1008
0.37,0.00189,0.043,0.187,0.096,0.194
0.51,0.00189,0.0206,0.071,0.087,0.082
0.7,0.0016,0.018,0.107,0.111,0.097
0.52,0.0002,0.0206,0.105,0.097,0.108
0.47,0.0032,0.018,0.095,0.109,0.087
0.29,0.0008,0.031,0.169,0.149,0.114
0.27,0.00189,0.0206,0.11118,0.099,0.11207
0.32,0.00189,0.0206,0.11118,0.099,0.11207
0.52,0.00189,0.0206,0.11118,0.099,0.11207
0.52,0.0017,0.0208,0.103,0.103,0.1
0.52,0.0029,0.02,0.073,0.104,0.07
0.75,0.0001,0.019,0.152,0.081,0.188
0.25,0.0001,0.017,0.092,0.089,0.103
0.49,0.0001,0.027,0.141,0.116,0.12
0.3,0.0026,0.0208,0.097,0.099,0.09778
0.73,0.0016,0.02,0.105,0.116,0.089
0.12,0.00208,0.027,0.093,0.099,0.09375
0.63,0.0001,0.0206,0.117,0.098,0.12
0.21,0.00189,0.0206,0.11118,0.099,0.11207
0.43,0.00189,0.0206,0.11118,0.099,0.11207
0.26,0.00189,0.0206,0.11118,0.099,0.11207
0.58,0.0001,0.02,0.101,0.12,0.084
0.42,0.0018,0.02,0.066,0.093,0.071
0.42,0.0001,0.015,0.087,0.08,0.109
0.7,0.0001,0.018,0.17,0.099,0.171
0.57,0.0012,0.014,0.118,0.102,0.116
0.43,0.0015,0.012,0.078,0.072,0.108
0.37,0.018,0.015,0.098,0.088,0.112
0.63,0.0011,0.023,0.09,0.088,0.102
0.49,0.0001,0.003,0.032,0.052,0.06
0.37,0.0012,0.02,0.103,0.109,0.095
0.21,0.0004,0.034,0.189,0.135,0.14
0.19,0.0001,0.0419,0.128,0.098,0.13
0.75,0.0001,0.031,0.141,0.095,0.149
0.29,0.00189,0.0206,0.09,0.1,0.09
0.74,0.0022,0.026,0.084,0.098,0.086
0.26,0.002,0.0206,0.137,0.163,0.084
0.73,0.0004,0.023,0.094,0.09,0.105
0.53,0.0004,0.0206,0.115,0.09,0.128
0.53,0.0001,0.0206,0.184,0.121,0.153
0.7,0.0008,0.018,0.082,0.077,0.107
0.58,0.0005,0.023,0.115,0.1,0.115
0.78,0.01,0.02,0.069,0.096,0.071
0.33,0.001,0.024,0.12,0.098,0.123
0.65,0.0006,0.02,0.144,0.1,0.145
0.63,0.002,0.018,0.133,0.116,0.115
0.6,0.0004,0.024,0.077,0.099,0.078
0.53,0.001,0.0208,0.074,0.09,0.083
0.77,0.001,0.024,0.101,0.116,0.087
0.77,0.0006,0.012,0.146,0.093,0.157
0.77,0.0039,0.02,0.105,0.104,0.1
0.39,0.0014,0.024,0.112,0.103,0.109
0.56,5.00E-05,0.0206,0.23,0.104,0.217
0.19,0.0013,0.025,0.151,0.121,0.125
0.84,0.0022,0.003,0.073,0.085,0.086
0.67,0.00189,0.0206,0.106,0.092,0.115
0.67,0.0017,0.023,0.104,0.099,0.10483
0.49,0.0005,0.018,0.128,0.1,0.128
0.7,0.0018,0.018,0.085,0.092,0.092
0.74,0.003,0.012,0.096,0.093,0.103
0.66,0.0001,0.006,0.121,0.085,0.143
0.33,0.0005,0.019,0.092,0.092,0.101
0.89,0.0007,0.015,0.12,0.092,0.13
0.39,0.004,0.017,0.063,0.099,0.0635
0.39,0.00189,0.0206,0.11118,0.099,0.11207
0.5,0.0004,0.028,0.094,0.088,0.106
0.61,0.0004,0.0206,0.113,0.104,0.106
0.41,0.0004,0.0206,0.091,0.096,0.095
0.41,0.0004,0.025,0.098,0.101,0.096
0.72,0.0003,0.019,0.104,0.101,0.104
0.37,0.0007,0.0208,0.098,0.099,0.1
0.4,0.042,0.002,0.0048,0.09,0.0054
0.32,0.00189,0.0206,0.11118,0.099,0.11207
0.79,0.0002,0.016,0.082,0.08,0.104
0.56,0.0006,0.024,0.142,0.112,0.127
0.65,5.00E-05,0.034,0.21,0.104,0.199
0.56,5.00E-05,0.019,0.137,0.109,0.126
0.39,5.00E-05,0.023,0.095,0.089,0.106
0.85,0.0005,0.012,0.093,0.079,0.117
0.83,0.0002,0.011,0.095,0.073,0.129
0.83,0.0019,0.026,0.119,0.122,0.097
0.16,0.0005,0.032,0.137,0.116,0.119
0.73,0.0001,0.015,0.077,0.079,0.097
0.72,5.00E-05,0.011,0.108,0.066,0.165
0.35,5.00E-05,0.023,0.112,0.1,0.112
0.54,5.00E-05,0.012,0.112,0.077,0.145
0.34,0.00189,0.0206,0.11118,0.099,0.11207
0.68,0.0006,0.0206,0.11118,0.099,0.11207
0.84,0.0003,0.0206,0.154,0.097,0.159
0.28,0.0003,0.029,0.171,0.12,0.143
0.6,0.00809,0.018,0.059,0.096,0.061
0.57,0.0009,0.015,0.091,0.078,0.116
0.25,0.0046,0.024,0.061,0.082,0.075
0.25,0.0003,0.041,0.158,0.142,0.111
0.31,0.0003,0.027,0.108,0.104,0.103
0.64,0.0003,0.028,0.123,0.123,0.1
0.38,0.0005,0.022,0.088,0.096,0.092
0.38,0.0003,0.025,0.088,0.095,0.093
0.64,0.00189,0.0206,0.145,0.093,0.155
0.66,0.0003,0.016,0.12,0.091,0.132
0.57,0.00189,0.0206,0.088,0.086,0.102
0.69,0.0003,0.026,0.089,0.11,0.081
0.68,0.0003,0.017,0.144,0.096,0.15
0.32,0.00189,0.0206,0.11118,0.099,0.11207
0.57,0.0009,0.015,0.091,0.079,0.115
0.75,0.0016,0.015,0.085,0.094,0.09
0.7,0.00015,0.011,0.171,0.109,0.157
0.7,0.002,0.022,0.138,0.124,0.111
0.31,0.00189,0.0206,0.196,0.094,0.209
0.55,0.0027,0.024,0.133,0.1,0.132
0.72,0.0008,0.018,0.093,0.079,0.117
0.49,0.0022,0.012,0.089,0.109,0.082
0.59,0.0006,0.015,0.133,0.119,0.112
0.69,0.02,0.01,0.051,0.084,0.061
0.69,0.0005,0.008,0.087,0.089,0.098
0.58,0.0009,0.016,0.091,0.104,0.086
0.65,0.0004,0.0206,0.175,0.112,0.156
0.74,0.0013,0.019,0.099,0.112,0.088
0.4,0.00189,0.0206,0.11118,0.099,0.11207
0.32,0.00015,0.024,0.135,0.115,0.118
0.56,0.0006,0.027,0.1,0.104,0.096
0.68,0.0005,0.023,0.081,0.092,0.088
0.79,0.0004,0.02,0.143,0.128,0.112
0.57,0.00189,0.0206,0.11118,0.099,0.11207
0.39,0.00189,0.0206,0.11118,0.099,0.11207
0.59,0.0013,0.032,0.149,0.116,0.127
0.68,0.0013,0.015,0.074,0.072,0.103
0.89,0.0008,0.006,0.101,0.073,0.138
0.89,0.00189,0.0206,0.11118,0.099,0.11207
0.4,0.00015,0.03,0.21,0.148,0.142
0.7,0.00189,0.0206,0.11118,0.099,0.11207
0.7,0.00189,0.0206,0.11118,0.099,0.11207
0.57,0.00189,0.0206,0.11118,0.099,0.11207
0.45,0.0009,0.026,0.092,0.09,0.102
0.73,0.0001,0.017,0.107,0.094,0.113
0.74,0.0001,0.02,0.113,0.097,0.116
0.51,0.0019,0.022,0.074,0.091,0.081
0.46,0.0006,0.023,0.101,0.099,0.102
0.46,0.0003,0.022,0.085,0.113,0.075
0.56,0.0006,0.0206,0.117,0.111,0.105
0.12,0.0001,0.03,0.176,0.089,0.197
0.15,0.0001,0.023,0.183,0.089,0.205
0.58,0.0032,0.0208,0.075,0.104,0.072
0.66,0.0009,0.019,0.072,0.084,0.086
0.2,0.0009,0.024,0.123,0.099,0.125
0.58,0.0011,0.009,0.083,0.078,0.106
0.62,0.012,0.015,0.105,0.086,0.122
0.74,0.0006,0.016,0.095,0.107,0.089
0.67,0.0001,0.0208,0.096,0.101,0.095
0.46,0.0001,0.007,0.069,0.077,0.089
0.41,0.0003,0.019,0.117,0.108,0.108
0.32,0.001,0.029,0.152,0.116,0.13
0.28,0.0005,0.022,0.107,0.094,0.113
0.28,0.0022,0.022,0.082,0.094,0.087
0.25,0.0009,0.026,0.12,0.124,0.096
0.54,0.001,0.024,0.107,0.104,0.101
0.54,0.0012,0.017,0.081,0.087,0.094
0.64,0.0001,0.0206,0.123,0.074,0.166
0.57,0.00189,0.018,0.071,0.072,0.099
0.84,0.026,0.0206,0.073,0.103,0.072
0.68,0.0011,0.018,0.089,0.083,0.105
0.56,0.0054,0.017,0.104,0.101,0.103
0.27,0.00189,0.0206,0.079,0.079,0.1
0.26,0.0014,0.025,0.098,0.092,0.107
0.38,0.00189,0.0206,0.11118,0.099,0.11207
0.37,0.00189,0.0206,0.11118,0.099,0.11207
0.26,0.00189,0.0206,0.11118,0.099,0.11207
0.26,0.00189,0.0206,0.11118,0.099,0.11207
0.35,0.003,0.029,0.087,0.11,0.079
0.19,0.0016,0.022,0.096,0.094,0.102
0.19,0.0017,0.019,0.089,0.088,0.102
0.28,0.009,0.031,0.131,0.123,0.106
0.39,0.00189,0.0206,0.11118,0.099,0.11207
0.51,0.0015,0.024,0.103,0.114,0.09
0.56,0.0002,0.0208,0.069,0.081,0.086
0.6,0.001,0.0208,0.097,0.11,0.09
0.62,0.0001,0.007,0.071,0.074,0.096
0.73,0.0018,0.016,0.11,0.098,0.112
0.73,0.0001,0.006,0.113,0.089,0.127
0.28,0.001,0.025,0.134,0.113,0.119
0.28,0.0044,0.028,0.103,0.11,0.094
0.77,0.012,0.0174,0.077,0.104,0.073
0.75,0.0013,0.022,0.1,0.097,0.104
0.47,0.0006,0.029,0.113,0.113,0.1
0.47,0.0007,0.019,0.099,0.079,0.125
0.47,0.0005,0.0208,0.056,0.096,0.058
0.47,0.0009,0.0208,0.091,0.098,0.092
0.56,0.0014,0.023,0.111,0.097,0.115
0.6,0.0009,0.024,0.111,0.112,0.099
0.32,0.0016,0.013,0.119,0.09,0.133
0.29,0.0013,0.016,0.09,0.097,0.093
0.45,0.0017,0.02,0.071,0.093,0.076
0.75,0.0002,0.034,0.103,0.132,0.078
0.56,0.0008,0.018,0.076,0.08,0.095
0.56,0.0002,0.022,0.108,0.088,0.122
0.68,0.0012,0.012,0.084,0.078,0.107
0.17,0.0006,0.026,0.102,0.097,0.106
0.22,0.0002,0.023,0.147,0.101,0.145
0.26,0.0022,0.029,0.085,0.108,0.079
0.42,0.0004,0.0206,0.258,0.114,0.227
0.18,0.00959,0.024,0.22,0.168,0.131
0.48,0.098,0.019,0.029,0.111,0.026
0.41,0.0018,0.024,0.115,0.111,0.104
0.69,0.021,0.008,0.053,0.086,0.061
0.69,0.0033,0.015,0.13,0.086,0.151
0.26,0.0002,0.039,0.122,0.128,0.096
0.33,0.00189,0.023,0.11,0.101,0.109
0.78,0.0025,0.011,0.07,0.092,0.076
0.78,0.0003,0.017,0.076,0.086,0.088
0.78,0.0019,0.024,0.109,0.099,0.10987
0.3,0.0003,0.018,0.117,0.097,0.121
0.66,0.0013,0.017,0.086,0.091,0.094
0.34,0.00189,0.053,0.181,0.104,0.174
0.39,0.0015,0.028,0.131,0.126,0.104
0.59,0.0003,0.019,0.144,0.093,0.156
0.59,0.0012,0.012,0.07,0.071,0.099
0.59,0.001,0.014,0.083,0.086,0.096
0.55,0.0003,0.0208,0.1,0.104,0.096
0.42,0.0007,0.015,0.09,0.114,0.079
0.51,0.0012,0.023,0.072,0.084,0.085
0.33,0.001,0.022,0.084,0.084,0.1
0.51,0.0009,0.017,0.095,0.095,0.1
0.59,0.0003,0.016,0.112,0.075,0.148
0.65,0.0016,0.019,0.099,0.103,0.097
0.6,0.0024,0.0208,0.093,0.096,0.097
0.66,0.0006,0.022,0.123,0.093,0.132
0.37,0.001,0.023,0.089,0.094,0.095
0.28,0.0003,0.0206,0.209,0.108,0.194
0.79,0.029,0.016,0.047,0.097,0.048
0.48,0.0003,0.024,0.117,0.102,0.115
0.7,0.00189,0.0206,0.11118,0.099,0.11207
0.53,0.00189,0.0206,0.11118,0.099,0.11207
0.56,0.00189,0.0206,0.11118,0.099,0.11207
0.57,0.00189,0.0206,0.11118,0.099,0.11207
